model,group,variable,horizon_quarters,rmse
mango_rmse,+0 months,PCE,2,0.722234059097472
mango_rmse,+0 months,PCE,3,0.6985259537519634
mango_rmse,+0 months,PCE,4,0.6842928033258722
mango_rmse,+0 months,PCE,5,0.6597374532897732
mango_rmse,+0 months,PCE,6,0.6596391809148185
mango_rmse,+0 months,PCE,7,0.645185216789355
mango_rmse,+0 months,PCE,8,0.6324983716149696
mango_rmse,+0 months,SP500,1,7.620378487817144
mango_rmse,+0 months,SP500,2,8.239723009488214
mango_rmse,+0 months,SP500,3,8.188549351355087
mango_rmse,+0 months,SP500,4,8.040289460302672
mango_rmse,+0 months,SP500,5,8.060524302109584
mango_rmse,+0 months,SP500,6,7.879434724623698
mango_rmse,+0 months,SP500,7,8.042714203997383
mango_rmse,+0 months,SP500,8,7.821791804958484
mango_rmse,+0 months,TB,1,0.36787681530646377
mango_rmse,+0 months,TB,2,0.5387852809742928
mango_rmse,+0 months,TB,3,0.6642685000351497
mango_rmse,+0 months,TB,4,0.7757407118283802
mango_rmse,+0 months,TB,5,0.8581544148032101
mango_rmse,+0 months,TB,6,0.9147779383426009
mango_rmse,+0 months,TB,7,0.964898746502739
mango_rmse,+0 months,TB,8,1.1011555492247476
mango_rmse,+0 months,UNR,1,0.32629367556651906
mango_rmse,+0 months,UNR,2,0.6444878129161591
mango_rmse,+0 months,UNR,3,0.9588822835384884
mango_rmse,+0 months,UNR,4,1.2515641521236145
mango_rmse,+0 months,UNR,5,1.5058386144308773
mango_rmse,+0 months,UNR,6,1.7185618450065883
mango_rmse,+0 months,UNR,7,1.9088238466966685
mango_rmse,+0 months,UNR,8,2.1098824848677706
mango_rmse,+1 month,CPI,1,0.4256280617552497
mango_rmse,+1 month,CPI,2,0.6428560587948301
mango_rmse,+1 month,CPI,3,0.6572340554029833
mango_rmse,+1 month,CPI,4,0.6482569924077541
mango_rmse,+1 month,CPI,5,0.6662404385309391
mango_rmse,+1 month,CPI,6,0.6706887583283727
mango_rmse,+1 month,CPI,7,0.6985655975974837
mango_rmse,+1 month,CPI,8,0.6955892377259449
mango_rmse,+1 month,FF,1,0.3701135496995566
mango_rmse,+1 month,FF,2,0.883102818574626
mango_rmse,+1 month,FF,3,1.3022751103447485
mango_rmse,+1 month,FF,4,1.6992164917480845
mango_rmse,+1 month,FF,5,2.0509447998944967
mango_rmse,+1 month,FF,6,2.3583087658734474
mango_rmse,+1 month,FF,7,2.616165990564516
mango_rmse,+1 month,FF,8,2.8389281894129286
mango_rmse,+1 month,GDP,1,0.6697600120844744
mango_rmse,+1 month,GDP,2,0.8561755661584446
mango_rmse,+1 month,GDP,3,0.8409070439105792
mango_rmse,+1 month,GDP,4,0.8236796956734869
mango_rmse,+1 month,GDP,5,0.809407318510059
mango_rmse,+1 month,GDP,6,0.8086605142170309
mango_rmse,+1 month,GDP,7,0.8006551460256064
mango_rmse,+1 month,GDP,8,0.803301139494558
mango_rmse,+1 month,GOV,1,0.8274105703193412
mango_rmse,+1 month,GOV,2,0.7642341211358094
mango_rmse,+1 month,GOV,3,0.7549789765070128
mango_rmse,+1 month,GOV,4,0.7490320651656774
mango_rmse,+1 month,GOV,5,0.7100664634325965
mango_rmse,+1 month,GOV,6,0.7630741300960662
mango_rmse,+1 month,GOV,7,0.7583718740260194
mango_rmse,+1 month,GOV,8,0.7555861553851269
mango_rmse,+1 month,HRS,1,0.5627568604278946
mango_rmse,+1 month,HRS,2,0.9395153905325455
mango_rmse,+1 month,HRS,3,0.9642685455494723
mango_rmse,+1 month,HRS,4,0.9531053027299813
mango_rmse,+1 month,HRS,5,0.9274644325380688
mango_rmse,+1 month,HRS,6,0.9078857225743833
mango_rmse,+1 month,HRS,7,0.8952014320192561
mango_rmse,+1 month,HRS,8,0.8858647381286494
mango_rmse,+1 month,INVFIX,1,2.0097488060325266
mango_rmse,+1 month,INVFIX,2,2.842940824309614
mango_rmse,+1 month,INVFIX,3,2.836871067220271
mango_rmse,+1 month,INVFIX,4,2.7602616086089986
mango_rmse,+1 month,INVFIX,5,2.6736948840787433
mango_rmse,+1 month,INVFIX,6,2.6303106237643856
mango_rmse,+1 month,INVFIX,7,2.6126465985581575
mango_rmse,+1 month,INVFIX,8,2.604705629292678
mango_rmse,+1 month,IP,1,1.147621858308032
mango_rmse,+1 month,IP,2,1.7062446550657469
mango_rmse,+1 month,IP,3,1.688778565463599
mango_rmse,+1 month,IP,4,1.6521597036105753
mango_rmse,+1 month,IP,5,1.6245759046468244
mango_rmse,+1 month,IP,6,1.5986194326090464
mango_rmse,+1 month,IP,7,1.6061706373684483
mango_rmse,+1 month,IP,8,1.6011731401195606
mango_rmse,+1 month,PCE,1,0.5165917967908629
mango_rmse,+1 month,PCE,2,0.7331055114269335
mango_rmse,+1 month,PCE,3,0.713501624462711
mango_rmse,+1 month,PCE,4,0.6962606655707689
mango_rmse,+1 month,PCE,5,0.6601220260234275
mango_rmse,+1 month,PCE,6,0.6388116170225914
mango_rmse,+1 month,PCE,7,0.6435380062880685
mango_rmse,+1 month,PCE,8,0.6479006146869632
mango_rmse,+1 month,SP500,1,4.457476069705333
mango_rmse,+1 month,SP500,2,8.3284284125255
mango_rmse,+1 month,SP500,3,8.33264729097402
mango_rmse,+1 month,SP500,4,8.199214208978264
mango_rmse,+1 month,SP500,5,8.15129908324251
mango_rmse,+1 month,SP500,6,7.9662625796965845
mango_rmse,+1 month,SP500,7,7.894127785688779
mango_rmse,+1 month,SP500,8,8.167354675178874
mango_rmse,+1 month,TB,1,0.2528998547456505
mango_rmse,+1 month,TB,2,0.5305544894911549
mango_rmse,+1 month,TB,3,0.6741429062649976
mango_rmse,+1 month,TB,4,0.7748351348888418
mango_rmse,+1 month,TB,5,0.8903605771573468
mango_rmse,+1 month,TB,6,0.9435641867325518
mango_rmse,+1 month,TB,7,0.9469698773966885
mango_rmse,+1 month,TB,8,0.9903565700761026
mango_rmse,+1 month,UNR,1,0.23413603080831036
mango_rmse,+1 month,UNR,2,0.566229678806933
mango_rmse,+1 month,UNR,3,0.8897720732233891
mango_rmse,+1 month,UNR,4,1.1920825651004006
mango_rmse,+1 month,UNR,5,1.4576706498763807
mango_rmse,+1 month,UNR,6,1.691514624245614
mango_rmse,+1 month,UNR,7,1.8969418527671662
mango_rmse,+1 month,UNR,8,2.0724059475969363
mango_rmse,+2 months,CPI,1,0.20770901107576248
mango_rmse,+2 months,CPI,2,0.6021734744528892
mango_rmse,+2 months,CPI,3,0.6360834530385787
mango_rmse,+2 months,CPI,4,0.6567513155812921
mango_rmse,+2 months,CPI,5,0.6692915585558308
mango_rmse,+2 months,CPI,6,0.6892437986457361
mango_rmse,+2 months,CPI,7,0.7186491284113516
mango_rmse,+2 months,CPI,8,0.7236584286981947
mango_rmse,+2 months,FF,1,0.09596807615645832
mango_rmse,+2 months,FF,2,0.5581424659349885
mango_rmse,+2 months,FF,3,1.0449684707148112
mango_rmse,+2 months,FF,4,1.4805772727790336
mango_rmse,+2 months,FF,5,1.8799956856141482
mango_rmse,+2 months,FF,6,2.2241506293965077
mango_rmse,+2 months,FF,7,2.5119594160902268
mango_rmse,+2 months,FF,8,2.75910271347237
mango_rmse,+2 months,GDP,1,5.568000395532647
mango_rmse,+2 months,GDP,2,5.632458258544566
mango_rmse,+2 months,GDP,3,0.8663248162513464
mango_rmse,+2 months,GDP,4,0.8429037468209915
mango_rmse,+2 months,GDP,5,0.8250873770402344
mango_rmse,+2 months,GDP,6,0.818635732976354
mango_rmse,+2 months,GDP,7,0.7971984033278917
mango_rmse,+2 months,GDP,8,0.8058917774779917
mango_rmse,+2 months,GOV,1,4.761718939292102
mango_rmse,+2 months,GOV,2,4.823742819120936
mango_rmse,+2 months,GOV,3,0.7574524694309303
mango_rmse,+2 months,GOV,4,0.7603011022604871
mango_rmse,+2 months,GOV,5,0.7142345609477834
mango_rmse,+2 months,GOV,6,0.7574725777622603
mango_rmse,+2 months,GOV,7,0.766193474722738
mango_rmse,+2 months,GOV,8,0.7476652852741807
mango_rmse,+2 months,HRS,1,0.36038308539265007
mango_rmse,+2 months,HRS,2,0.8348012719936003
mango_rmse,+2 months,HRS,3,0.9637604106169213
mango_rmse,+2 months,HRS,4,0.9555096963936954
mango_rmse,+2 months,HRS,5,0.9357655791929967
mango_rmse,+2 months,HRS,6,0.9121946983042031
mango_rmse,+2 months,HRS,7,0.8914699679851006
mango_rmse,+2 months,HRS,8,0.8831174642714517
mango_rmse,+2 months,INVFIX,1,5.050285235877506
mango_rmse,+2 months,INVFIX,2,5.471578772741326
mango_rmse,+2 months,INVFIX,3,2.925032605221831
mango_rmse,+2 months,INVFIX,4,2.819320572220251
mango_rmse,+2 months,INVFIX,5,2.7391750834906663
mango_rmse,+2 months,INVFIX,6,2.6701429002418213
mango_rmse,+2 months,INVFIX,7,2.629384556867563
mango_rmse,+2 months,INVFIX,8,2.6529329973887883
mango_rmse,+2 months,IP,1,0.7865424957928555
mango_rmse,+2 months,IP,2,1.5895281944999176
mango_rmse,+2 months,IP,3,1.7309654372793015
mango_rmse,+2 months,IP,4,1.7002155791860436
mango_rmse,+2 months,IP,5,1.6627388230545115
mango_rmse,+2 months,IP,6,1.6287450972844568
mango_rmse,+2 months,IP,7,1.6196531429134455
mango_rmse,+2 months,IP,8,1.5977440682154407
mango_rmse,+2 months,PCE,1,0.3789012579559444
mango_rmse,+2 months,PCE,2,0.7023898840474679
mango_rmse,+2 months,PCE,3,0.733067335426668
mango_rmse,+2 months,PCE,4,0.7053278529493555
mango_rmse,+2 months,PCE,5,0.6814652592826623
mango_rmse,+2 months,PCE,6,0.6584741455865861
mango_rmse,+2 months,PCE,7,0.6546823326746666
mango_rmse,+2 months,PCE,8,0.6517884895375642
mango_rmse,+2 months,SP500,1,1.7322911409923585
mango_rmse,+2 months,SP500,2,8.328662383322314
mango_rmse,+2 months,SP500,3,8.13971702053379
mango_rmse,+2 months,SP500,4,8.066219517355332
mango_rmse,+2 months,SP500,5,7.997782940973008
mango_rmse,+2 months,SP500,6,8.130892345090741
mango_rmse,+2 months,SP500,7,7.81531548215635
mango_rmse,+2 months,SP500,8,8.160016573748793
mango_rmse,+2 months,TB,1,0.10361099359851103
mango_rmse,+2 months,TB,2,0.39600116735726565
mango_rmse,+2 months,TB,3,0.5505394841073726
mango_rmse,+2 months,TB,4,0.6576109102312279
mango_rmse,+2 months,TB,5,0.7781925976711382
mango_rmse,+2 months,TB,6,0.8294081987751427
mango_rmse,+2 months,TB,7,0.8562909959482417
mango_rmse,+2 months,TB,8,0.931865617911622
mango_rmse,+2 months,UNR,1,0.09286188253808747
mango_rmse,+2 months,UNR,2,0.3958065866216009
mango_rmse,+2 months,UNR,3,0.7257898846937071
mango_rmse,+2 months,UNR,4,1.0421105225992309
mango_rmse,+2 months,UNR,5,1.331625591256048
mango_rmse,+2 months,UNR,6,1.5829884186286134
mango_rmse,+2 months,UNR,7,1.79210100587411
mango_rmse,+2 months,UNR,8,1.9800556025719809
paper,+0 months,CPI,1,0.5794743587502362
paper,+0 months,CPI,2,0.6120922844788593
paper,+0 months,CPI,3,0.6284589994561677
paper,+0 months,CPI,4,0.6251323558813553
paper,+0 months,CPI,5,0.6310410090161603
paper,+0 months,CPI,6,0.6346798742301076
paper,+0 months,CPI,7,0.6416147116164073
paper,+0 months,CPI,8,0.5904762799665731
paper,+0 months,FF,1,0.4046350923661181
paper,+0 months,FF,2,0.7563268937809116
paper,+0 months,FF,3,1.1455821702483442
paper,+0 months,FF,4,1.5207791537860285
paper,+0 months,FF,5,1.8410864804772882
paper,+0 months,FF,6,2.112625684448938
paper,+0 months,FF,7,2.333276431317568
paper,+0 months,FF,8,2.781045933777212
paper,+0 months,GDP,1,0.7121427214741672
paper,+0 months,GDP,2,0.8403219548510522
paper,+0 months,GDP,3,0.8788352596084141
paper,+0 months,GDP,4,0.865271296833809
paper,+0 months,GDP,5,0.8478870989652252
paper,+0 months,GDP,6,0.8355274691371571
paper,+0 months,GDP,7,0.8012878657526193
paper,+0 months,GDP,8,0.7148240738208234
paper,+0 months,GOV,1,0.8152038639938014
paper,+0 months,GOV,2,0.7529345595323572
paper,+0 months,GOV,3,0.7426329470063496
paper,+0 months,GOV,4,0.7529523776922274
paper,+0 months,GOV,5,0.7621143716200552
paper,+0 months,GOV,6,0.7528848491515209
paper,+0 months,GOV,7,0.7568326295139953
paper,+0 months,GOV,8,0.8461923495420649
paper,+0 months,HRS,1,0.5969637409131805
paper,+0 months,HRS,2,0.9047126121445276
paper,+0 months,HRS,3,1.003208600725103
paper,+0 months,HRS,4,0.9875614500003792
paper,+0 months,HRS,5,0.9382979171655756
paper,+0 months,HRS,6,0.8993119446660424
paper,+0 months,HRS,7,0.864354527086984
paper,+0 months,HRS,8,1.0454357994856796
paper,+0 months,INVFIX,1,2.153451787969043
paper,+0 months,INVFIX,2,2.7507988140859068
paper,+0 months,INVFIX,3,2.8734537555233177
paper,+0 months,INVFIX,4,2.820290781659793
paper,+0 months,INVFIX,5,2.7100278280317514
paper,+0 months,INVFIX,6,2.6204672331056567
paper,+0 months,INVFIX,7,2.5463955583435207
paper,+0 months,INVFIX,8,2.960108157597835
paper,+0 months,IP,1,1.1555257174018956
paper,+0 months,IP,2,1.651391305283893
paper,+0 months,IP,3,1.7164120002873107
paper,+0 months,IP,4,1.67502131437758
paper,+0 months,IP,5,1.6119718046945966
paper,+0 months,IP,6,1.6029132688405616
paper,+0 months,IP,7,1.5649468833212286
paper,+0 months,IP,8,1.7828380004421023
paper,+0 months,PCE,1,0.6265706230355428
paper,+0 months,PCE,2,0.7436083882429695
paper,+0 months,PCE,3,0.7290289693267652
paper,+0 months,PCE,4,0.7164353387124202
paper,+0 months,PCE,5,0.67891024187113
paper,+0 months,PCE,6,0.6671585939114887
paper,+0 months,PCE,7,0.6476408568171853
paper,+0 months,PCE,8,0.6144443326707814
paper,+0 months,SP500,1,7.818826817761284
paper,+0 months,SP500,2,8.304025384692403
paper,+0 months,SP500,3,8.219404372296896
paper,+0 months,SP500,4,8.127171656666746
paper,+0 months,SP500,5,8.092601039895037
paper,+0 months,SP500,6,7.961108731228272
paper,+0 months,SP500,7,8.115187729734362
paper,+0 months,SP500,8,7.9814549210293215
paper,+0 months,TB,1,0.3770188217162717
paper,+0 months,TB,2,0.5652988675821892
paper,+0 months,TB,3,0.7073713140468417
paper,+0 months,TB,4,0.8090064525408219
paper,+0 months,TB,5,0.8688093422148154
paper,+0 months,TB,6,0.8961681530779064
paper,+0 months,TB,7,0.9267241940373215
paper,+0 months,TB,8,1.0774781703654615
paper,+0 months,UNR,1,0.27193943326699843
paper,+0 months,UNR,2,0.566957344915496
paper,+0 months,UNR,3,0.8977799144672666
paper,+0 months,UNR,4,1.2125911784986854
paper,+0 months,UNR,5,1.4760235568983675
paper,+0 months,UNR,6,1.6928406818393247
paper,+0 months,UNR,7,1.8814162331938513
paper,+0 months,UNR,8,2.0718556557774104
paper,+1 month,CPI,1,0.43956615457438114
paper,+1 month,CPI,2,0.6261953913135059
paper,+1 month,CPI,3,0.6428705395689448
paper,+1 month,CPI,4,0.6376120493249735
paper,+1 month,CPI,5,0.6310185162267299
paper,+1 month,CPI,6,0.6328621064691313
paper,+1 month,CPI,7,0.6367805884655543
paper,+1 month,CPI,8,0.638719841528975
paper,+1 month,FF,1,0.38267703570118533
paper,+1 month,FF,2,0.7774466524846978
paper,+1 month,FF,3,1.121696635923847
paper,+1 month,FF,4,1.4585054968010152
paper,+1 month,FF,5,1.7698983574785332
paper,+1 month,FF,6,2.0443403842250163
paper,+1 month,FF,7,2.2714885250797505
paper,+1 month,FF,8,2.4568353991174448
paper,+1 month,GDP,1,0.5495453204094503
paper,+1 month,GDP,2,0.828372969633666
paper,+1 month,GDP,3,0.8809488885925474
paper,+1 month,GDP,4,0.871747707804856
paper,+1 month,GDP,5,0.8455366816443673
paper,+1 month,GDP,6,0.8372690226240509
paper,+1 month,GDP,7,0.8103422421629907
paper,+1 month,GDP,8,0.8034215112459515
paper,+1 month,GOV,1,0.8256718445405571
paper,+1 month,GOV,2,0.7774324246159132
paper,+1 month,GOV,3,0.7471280777008346
paper,+1 month,GOV,4,0.7432287195478422
paper,+1 month,GOV,5,0.7096137742089624
paper,+1 month,GOV,6,0.7574140520634319
paper,+1 month,GOV,7,0.7598454870922362
paper,+1 month,GOV,8,0.7518869072530638
paper,+1 month,HRS,1,0.4110908403252767
paper,+1 month,HRS,2,0.8366375540945098
paper,+1 month,HRS,3,1.000241924155253
paper,+1 month,HRS,4,1.00845677765215
paper,+1 month,HRS,5,0.9674106910171844
paper,+1 month,HRS,6,0.9189294623313258
paper,+1 month,HRS,7,0.8814624845769676
paper,+1 month,HRS,8,0.8680302082905458
paper,+1 month,INVFIX,1,1.622622996506686
paper,+1 month,INVFIX,2,2.680671138839692
paper,+1 month,INVFIX,3,2.893026571716055
paper,+1 month,INVFIX,4,2.8656434708446024
paper,+1 month,INVFIX,5,2.7425393428767335
paper,+1 month,INVFIX,6,2.656369109217939
paper,+1 month,INVFIX,7,2.5867190732778473
paper,+1 month,INVFIX,8,2.585402201468275
paper,+1 month,IP,1,1.0288569329812276
paper,+1 month,IP,2,1.5625448250368357
paper,+1 month,IP,3,1.7291661903578266
paper,+1 month,IP,4,1.6999496736816748
paper,+1 month,IP,5,1.65433821041614
paper,+1 month,IP,6,1.6060541802900539
paper,+1 month,IP,7,1.5955506288647643
paper,+1 month,IP,8,1.5737916852936638
paper,+1 month,PCE,1,0.48747877371857673
paper,+1 month,PCE,2,0.7292276558911808
paper,+1 month,PCE,3,0.7378323399901668
paper,+1 month,PCE,4,0.7207237668409904
paper,+1 month,PCE,5,0.6826551540297816
paper,+1 month,PCE,6,0.6616197848367851
paper,+1 month,PCE,7,0.6488356100829002
paper,+1 month,PCE,8,0.6446608458637725
paper,+1 month,SP500,1,4.869592016519829
paper,+1 month,SP500,2,8.459571072197829
paper,+1 month,SP500,3,8.291043006932743
paper,+1 month,SP500,4,8.15125056510727
paper,+1 month,SP500,5,8.150031421488634
paper,+1 month,SP500,6,8.060964528958467
paper,+1 month,SP500,7,7.970202664513859
paper,+1 month,SP500,8,8.18029919783601
paper,+1 month,TB,1,0.268461255304912
paper,+1 month,TB,2,0.5192286378960259
paper,+1 month,TB,3,0.6757969232399245
paper,+1 month,TB,4,0.7535069614118214
paper,+1 month,TB,5,0.8562234335042529
paper,+1 month,TB,6,0.8975079451811281
paper,+1 month,TB,7,0.8642897292140547
paper,+1 month,TB,8,0.9186267920964791
paper,+1 month,UNR,1,0.18330535285763577
paper,+1 month,UNR,2,0.48491804194096033
paper,+1 month,UNR,3,0.8085111437682927
paper,+1 month,UNR,4,1.1328676342755006
paper,+1 month,UNR,5,1.4145605268390555
paper,+1 month,UNR,6,1.6554474885800845
paper,+1 month,UNR,7,1.8518459536244094
paper,+1 month,UNR,8,2.0201425820169785
paper,+2 months,CPI,1,0.19873602413477526
paper,+2 months,CPI,2,0.6054278210252538
paper,+2 months,CPI,3,0.6272564120756967
paper,+2 months,CPI,4,0.6224319704914612
paper,+2 months,CPI,5,0.6228577035983883
paper,+2 months,CPI,6,0.6304331220083563
paper,+2 months,CPI,7,0.63440965124308
paper,+2 months,CPI,8,0.6335399415771598
paper,+2 months,FF,1,0.09964755872224758
paper,+2 months,FF,2,0.538874990216021
paper,+2 months,FF,3,0.916033818234754
paper,+2 months,FF,4,1.2838911429065503
paper,+2 months,FF,5,1.6279986154773605
paper,+2 months,FF,6,1.9252619687846741
paper,+2 months,FF,7,2.1759175779915565
paper,+2 months,FF,8,2.3817657665134746
paper,+2 months,GDP,1,0.6532777104901972
paper,+2 months,GDP,2,0.7493854887330308
paper,+2 months,GDP,3,0.872004506849739
paper,+2 months,GDP,4,0.8856692309032881
paper,+2 months,GDP,5,0.8624750810478434
paper,+2 months,GDP,6,0.8311522845172453
paper,+2 months,GDP,7,0.817962373311407
paper,+2 months,GDP,8,0.8027021730547639
paper,+2 months,GOV,1,1.175000168809491
paper,+2 months,GOV,2,0.7567111250071601
paper,+2 months,GOV,3,0.7489510923358996
paper,+2 months,GOV,4,0.743844167970289
paper,+2 months,GOV,5,0.7148283532372113
paper,+2 months,GOV,6,0.7618221999694004
paper,+2 months,GOV,7,0.7620127746417931
paper,+2 months,GOV,8,0.7621795262264296
paper,+2 months,HRS,1,0.3237964371945951
paper,+2 months,HRS,2,0.6959227701204533
paper,+2 months,HRS,3,0.9533185157719051
paper,+2 months,HRS,4,1.012043741363437
paper,+2 months,HRS,5,0.9845686916124107
paper,+2 months,HRS,6,0.9343800227330279
paper,+2 months,HRS,7,0.8948466771837488
paper,+2 months,HRS,8,0.8694745753345718
paper,+2 months,INVFIX,1,1.3315363768786888
paper,+2 months,INVFIX,2,2.386888425527389
paper,+2 months,INVFIX,3,2.8330337820281297
paper,+2 months,INVFIX,4,2.885725023505131
paper,+2 months,INVFIX,5,2.7825379885681656
paper,+2 months,INVFIX,6,2.69489833965248
paper,+2 months,INVFIX,7,2.6023250153809334
paper,+2 months,INVFIX,8,2.589418647160235
paper,+2 months,IP,1,0.737340065711459
paper,+2 months,IP,2,1.3291014730717576
paper,+2 months,IP,3,1.7064556953205852
paper,+2 months,IP,4,1.729258349011728
paper,+2 months,IP,5,1.684015706668161
paper,+2 months,IP,6,1.6083921235900096
paper,+2 months,IP,7,1.598620425128141
paper,+2 months,IP,8,1.5710267367750193
paper,+2 months,PCE,1,0.3815328997967037
paper,+2 months,PCE,2,0.6757162206083249
paper,+2 months,PCE,3,0.7477758156111205
paper,+2 months,PCE,4,0.7270199150808854
paper,+2 months,PCE,5,0.6953613087435883
paper,+2 months,PCE,6,0.668029602966566
paper,+2 months,PCE,7,0.6509990461671747
paper,+2 months,PCE,8,0.6445906692061024
paper,+2 months,SP500,1,1.9965481003816856
paper,+2 months,SP500,2,8.641687877780589
paper,+2 months,SP500,3,8.35151524105806
paper,+2 months,SP500,4,8.196766295162353
paper,+2 months,SP500,5,8.139254947138106
paper,+2 months,SP500,6,8.080916517023466
paper,+2 months,SP500,7,7.952405401195157
paper,+2 months,SP500,8,8.16570022253994
paper,+2 months,TB,1,0.08606680202512419
paper,+2 months,TB,2,0.36340084736395417
paper,+2 months,TB,3,0.5465756119651274
paper,+2 months,TB,4,0.6497759686866486
paper,+2 months,TB,5,0.7656314045325305
paper,+2 months,TB,6,0.8215945537194902
paper,+2 months,TB,7,0.8211114542967947
paper,+2 months,TB,8,0.8736157092732274
paper,+2 months,UNR,1,0.10052045663030265
paper,+2 months,UNR,2,0.35809789544443543
paper,+2 months,UNR,3,0.6544990343105518
paper,+2 months,UNR,4,0.9849851632228952
paper,+2 months,UNR,5,1.2893703025014835
paper,+2 months,UNR,6,1.5500258369140683
paper,+2 months,UNR,7,1.7570499834713615
paper,+2 months,UNR,8,1.9413842383492048
