model,model_size,variable,horizon_quarters,optimization_horizon,rmse,n
mango_mdd,medium,WAGE,3,,14.145486256816822,80
mango_mdd,medium,WAGE,4,,14.272860656884296,80
mango_mdd,medium,WAGE,5,,14.447311355882592,80
mango_mdd,medium,WAGE,6,,14.596778522071334,80
mango_mdd,medium,WAGE,7,,14.766710626256248,80
mango_mdd,medium,WAGE,8,,14.902938417394902,80
mango_rmse,medium,CONS,1,h1q,20.153833176170185,80
mango_rmse,medium,CONS,1,h2q,20.133548666360692,80
mango_rmse,medium,CONS,1,h4q,20.137341147631926,80
mango_rmse,medium,CONS,1,h8q,20.14143638305982,80
mango_rmse,medium,CONS,2,h1q,19.89547960684072,80
mango_rmse,medium,CONS,2,h2q,19.87628371419438,80
mango_rmse,medium,CONS,2,h4q,19.892491093272906,80
mango_rmse,medium,CONS,2,h8q,19.884747182189948,80
mango_rmse,medium,CONS,3,h1q,19.67857397811307,80
mango_rmse,medium,CONS,3,h2q,19.654064332664078,80
mango_rmse,medium,CONS,3,h4q,19.690263820904388,80
mango_rmse,medium,CONS,3,h8q,19.679255274035906,80
mango_rmse,medium,CONS,4,h1q,19.397357804054508,80
mango_rmse,medium,CONS,4,h2q,19.358432670760095,80
mango_rmse,medium,CONS,4,h4q,19.426438982185367,80
mango_rmse,medium,CONS,4,h8q,19.419320531652414,80
mango_rmse,medium,CONS,5,h1q,19.125682382406488,80
mango_rmse,medium,CONS,5,h2q,19.0751059818855,80
mango_rmse,medium,CONS,5,h4q,19.17206834820405,80
mango_rmse,medium,CONS,5,h8q,19.17337289604217,80
mango_rmse,medium,CONS,6,h1q,18.891993108072317,80
mango_rmse,medium,CONS,6,h2q,18.8158601468523,80
mango_rmse,medium,CONS,6,h4q,18.950408528530154,80
mango_rmse,medium,CONS,6,h8q,18.949872864965005,80
mango_rmse,medium,CONS,7,h1q,18.68069885898944,80
mango_rmse,medium,CONS,7,h2q,18.57700468672892,80
mango_rmse,medium,CONS,7,h4q,18.745668113138866,80
mango_rmse,medium,CONS,7,h8q,18.73892659864161,80
mango_rmse,medium,CONS,8,h1q,18.47748418378537,80
mango_rmse,medium,CONS,8,h2q,18.345412937495077,80
mango_rmse,medium,CONS,8,h4q,18.555356552595715,80
mango_rmse,medium,CONS,8,h8q,18.5330006906555,80
mango_rmse,medium,DEFL,1,h1q,20.33717467316496,80
mango_rmse,medium,DEFL,1,h2q,20.353979947923815,80
mango_rmse,medium,DEFL,1,h4q,20.355991646408476,80
mango_rmse,medium,DEFL,1,h8q,20.387322839959126,80
mango_rmse,medium,DEFL,2,h1q,20.39878840432728,80
mango_rmse,medium,DEFL,2,h2q,20.431012152762175,80
mango_rmse,medium,DEFL,2,h4q,20.436701709107012,80
mango_rmse,medium,DEFL,2,h8q,20.498428464929304,80
mango_rmse,medium,DEFL,3,h1q,20.465527631486797,80
mango_rmse,medium,DEFL,3,h2q,20.5105318958099,80
mango_rmse,medium,DEFL,3,h4q,20.522378909296435,80
mango_rmse,medium,DEFL,3,h8q,20.615478070373165,80
mango_rmse,medium,DEFL,4,h1q,20.540638489710847,80
mango_rmse,medium,DEFL,4,h2q,20.592048661415348,80
mango_rmse,medium,DEFL,4,h4q,20.611631705155958,80
mango_rmse,medium,DEFL,4,h8q,20.743210761254606,80
mango_rmse,medium,DEFL,5,h1q,20.630684890799603,80
mango_rmse,medium,DEFL,5,h2q,20.687200882180004,80
mango_rmse,medium,DEFL,5,h4q,20.713067519841285,80
mango_rmse,medium,DEFL,5,h8q,20.8819291435275,80
mango_rmse,medium,DEFL,6,h1q,20.744946411279034,80
mango_rmse,medium,DEFL,6,h2q,20.79797534004944,80
mango_rmse,medium,DEFL,6,h4q,20.83093817677923,80
mango_rmse,medium,DEFL,6,h8q,21.036702316535177,80
mango_rmse,medium,DEFL,7,h1q,20.876672080263926,80
mango_rmse,medium,DEFL,7,h2q,20.922675835998813,80
mango_rmse,medium,DEFL,7,h4q,20.961467021653906,80
mango_rmse,medium,DEFL,7,h8q,21.20168280568649,80
mango_rmse,medium,DEFL,8,h1q,21.02194674836011,80
mango_rmse,medium,DEFL,8,h2q,21.05642500827716,80
mango_rmse,medium,DEFL,8,h4q,21.10650495268775,80
mango_rmse,medium,DEFL,8,h8q,21.3786297377388,80
mango_rmse,medium,FFR,1,h1q,0.4223218401284382,80
mango_rmse,medium,FFR,1,h2q,0.4104682685931851,80
mango_rmse,medium,FFR,1,h4q,0.4273320903082029,80
mango_rmse,medium,FFR,1,h8q,0.4375506011944678,80
mango_rmse,medium,FFR,2,h1q,0.8075101763549919,80
mango_rmse,medium,FFR,2,h2q,0.8158541006025836,80
mango_rmse,medium,FFR,2,h4q,0.8261540717958271,80
mango_rmse,medium,FFR,2,h8q,0.8396522599152142,80
mango_rmse,medium,FFR,3,h1q,1.1223069692699523,80
mango_rmse,medium,FFR,3,h2q,1.1803621333699985,80
mango_rmse,medium,FFR,3,h4q,1.171015647200219,80
mango_rmse,medium,FFR,3,h8q,1.1643120322084077,80
mango_rmse,medium,FFR,4,h1q,1.4081700983752377,80
mango_rmse,medium,FFR,4,h2q,1.5052035348189,80
mango_rmse,medium,FFR,4,h4q,1.513300031260025,80
mango_rmse,medium,FFR,4,h8q,1.4801064381187161,80
mango_rmse,medium,FFR,5,h1q,1.6909400325507284,80
mango_rmse,medium,FFR,5,h2q,1.8055502110709978,80
mango_rmse,medium,FFR,5,h4q,1.8297907869283865,80
mango_rmse,medium,FFR,5,h8q,1.794233037015944,80
mango_rmse,medium,FFR,6,h1q,1.9454294238057903,80
mango_rmse,medium,FFR,6,h2q,2.0799248368389684,80
mango_rmse,medium,FFR,6,h4q,2.103644652969015,80
mango_rmse,medium,FFR,6,h8q,2.074311828112232,80
mango_rmse,medium,FFR,7,h1q,2.161592983638951,80
mango_rmse,medium,FFR,7,h2q,2.3081590360392057,80
mango_rmse,medium,FFR,7,h4q,2.333634477570753,80
mango_rmse,medium,FFR,7,h8q,2.321997650157475,80
mango_rmse,medium,FFR,8,h1q,2.3441705721037134,80
mango_rmse,medium,FFR,8,h2q,2.4986450633898136,80
mango_rmse,medium,FFR,8,h4q,2.5290200890935974,80
mango_rmse,medium,FFR,8,h8q,2.536569023287953,80
mango_rmse,medium,GDP,1,h1q,22.954916764338012,80
mango_rmse,medium,GDP,1,h2q,22.93787797046146,80
mango_rmse,medium,GDP,1,h4q,22.956743208595917,80
mango_rmse,medium,GDP,1,h8q,22.950864786831527,80
mango_rmse,medium,GDP,2,h1q,22.61730543230427,80
mango_rmse,medium,GDP,2,h2q,22.617682044805445,80
mango_rmse,medium,GDP,2,h4q,22.64722792959284,80
mango_rmse,medium,GDP,2,h8q,22.644069993303134,80
mango_rmse,medium,GDP,3,h1q,22.26332254391115,80
mango_rmse,medium,GDP,3,h2q,22.282395350474072,80
mango_rmse,medium,GDP,3,h4q,22.341940665371048,80
mango_rmse,medium,GDP,3,h8q,22.344670140062945,80
mango_rmse,medium,GDP,4,h1q,21.89603942903165,80
mango_rmse,medium,GDP,4,h2q,21.921692057915546,80
mango_rmse,medium,GDP,4,h4q,22.01287157569681,80
mango_rmse,medium,GDP,4,h8q,22.029123668804043,80
mango_rmse,medium,GDP,5,h1q,21.552654148576263,80
mango_rmse,medium,GDP,5,h2q,21.57897526440482,80
mango_rmse,medium,GDP,5,h4q,21.704051280319362,80
mango_rmse,medium,GDP,5,h8q,21.743463640783276,80
mango_rmse,medium,GDP,6,h1q,21.259850007118686,80
mango_rmse,medium,GDP,6,h2q,21.273783680897843,80
mango_rmse,medium,GDP,6,h4q,21.4440188798124,80
mango_rmse,medium,GDP,6,h8q,21.486707581365998,80
mango_rmse,medium,GDP,7,h1q,20.988926149370645,80
mango_rmse,medium,GDP,7,h2q,20.980095491056744,80
mango_rmse,medium,GDP,7,h4q,21.19442143501728,80
mango_rmse,medium,GDP,7,h8q,21.236694151594094,80
mango_rmse,medium,GDP,8,h1q,20.743683534990303,80
mango_rmse,medium,GDP,8,h2q,20.709273720913764,80
mango_rmse,medium,GDP,8,h4q,20.97055747731412,80
mango_rmse,medium,GDP,8,h8q,21.001548581857563,80
mango_rmse,medium,HOURS,1,h1q,11.55546886039404,80
mango_rmse,medium,HOURS,1,h2q,11.60882145518173,80
mango_rmse,medium,HOURS,1,h4q,11.585293395392645,80
mango_rmse,medium,HOURS,1,h8q,11.582217671512954,80
mango_rmse,medium,HOURS,2,h1q,11.986625073121804,80
mango_rmse,medium,HOURS,2,h2q,12.062857125193366,80
mango_rmse,medium,HOURS,2,h4q,12.02283483853302,80
mango_rmse,medium,HOURS,2,h8q,11.988250734156397,80
mango_rmse,medium,HOURS,3,h1q,12.653758482714128,80
mango_rmse,medium,HOURS,3,h2q,12.735018087055339,80
mango_rmse,medium,HOURS,3,h4q,12.677072565537197,80
mango_rmse,medium,HOURS,3,h8q,12.599603199366525,80
mango_rmse,medium,HOURS,4,h1q,13.249217631366541,80
mango_rmse,medium,HOURS,4,h2q,13.331639941149854,80
mango_rmse,medium,HOURS,4,h4q,13.249969290376166,80
mango_rmse,medium,HOURS,4,h8q,13.137102001465848,80
mango_rmse,medium,HOURS,5,h1q,13.842557084185461,80
mango_rmse,medium,HOURS,5,h2q,13.920141948155312,80
mango_rmse,medium,HOURS,5,h4q,13.808391402309022,80
mango_rmse,medium,HOURS,5,h8q,13.664704032823114,80
mango_rmse,medium,HOURS,6,h1q,14.413868157139948,80
mango_rmse,medium,HOURS,6,h2q,14.48869004101071,80
mango_rmse,medium,HOURS,6,h4q,14.34976720056447,80
mango_rmse,medium,HOURS,6,h8q,14.180358377835352,80
mango_rmse,medium,HOURS,7,h1q,14.928169569538694,80
mango_rmse,medium,HOURS,7,h2q,15.006695345772561,80
mango_rmse,medium,HOURS,7,h4q,14.837344650805573,80
mango_rmse,medium,HOURS,7,h8q,14.657869392392444,80
mango_rmse,medium,HOURS,8,h1q,15.37483948741476,80
mango_rmse,medium,HOURS,8,h2q,15.4606685895471,80
mango_rmse,medium,HOURS,8,h4q,15.268994049139655,80
mango_rmse,medium,HOURS,8,h8q,15.083554449365272,80
mango_rmse,medium,INV,1,h1q,25.13530305052919,80
mango_rmse,medium,INV,1,h2q,25.111478494503057,80
mango_rmse,medium,INV,1,h4q,25.266886233952675,80
mango_rmse,medium,INV,1,h8q,25.27935864056724,80
mango_rmse,medium,INV,2,h1q,24.054278426946503,80
mango_rmse,medium,INV,2,h2q,24.14044436167015,80
mango_rmse,medium,INV,2,h4q,24.29665256948998,80
mango_rmse,medium,INV,2,h8q,24.56921749248235,80
mango_rmse,medium,INV,3,h1q,23.1009295308748,80
mango_rmse,medium,INV,3,h2q,23.28803197567274,80
mango_rmse,medium,INV,3,h4q,23.562114646025318,80
mango_rmse,medium,INV,3,h8q,24.071933381428227,80
mango_rmse,medium,INV,4,h1q,22.23192071645727,80
mango_rmse,medium,INV,4,h2q,22.45488104914299,80
mango_rmse,medium,INV,4,h4q,22.855758925998234,80
mango_rmse,medium,INV,4,h8q,23.62853617316599,80
mango_rmse,medium,INV,5,h1q,21.603684863888674,80
mango_rmse,medium,INV,5,h2q,21.71991268575791,80
mango_rmse,medium,INV,5,h4q,22.22545707337465,80
mango_rmse,medium,INV,5,h8q,23.424821087117557,80
mango_rmse,medium,INV,6,h1q,21.12123261213558,80
mango_rmse,medium,INV,6,h2q,21.076054560721825,80
mango_rmse,medium,INV,6,h4q,21.744637728684115,80
mango_rmse,medium,INV,6,h8q,23.259486142295593,80
mango_rmse,medium,INV,7,h1q,20.65568976379563,80
mango_rmse,medium,INV,7,h2q,20.532896053278574,80
mango_rmse,medium,INV,7,h4q,21.312616620455287,80
mango_rmse,medium,INV,7,h8q,23.103774966306762,80
mango_rmse,medium,INV,8,h1q,20.395451358577596,80
mango_rmse,medium,INV,8,h2q,20.073903267684564,80
mango_rmse,medium,INV,8,h4q,21.051808509235336,80
mango_rmse,medium,INV,8,h8q,23.030976795944575,80
mango_rmse,medium,WAGE,1,h1q,13.875610733668738,80
mango_rmse,medium,WAGE,1,h2q,13.854396912654362,80
mango_rmse,medium,WAGE,1,h4q,13.871518753775613,80
mango_rmse,medium,WAGE,1,h8q,13.89795237377621,80
mango_rmse,medium,WAGE,2,h1q,13.956336087370167,80
mango_rmse,medium,WAGE,2,h2q,13.913001120700507,80
mango_rmse,medium,WAGE,2,h4q,13.9441559323477,80
mango_rmse,medium,WAGE,2,h8q,14.002362972168429,80
mango_rmse,medium,WAGE,3,h1q,14.071735817686243,80
mango_rmse,medium,WAGE,3,h2q,14.01478772670837,80
mango_rmse,medium,WAGE,3,h4q,14.04746749671805,80
mango_rmse,medium,WAGE,3,h8q,14.138772335161404,80
mango_rmse,medium,WAGE,4,h1q,14.176612018210353,80
mango_rmse,medium,WAGE,4,h2q,14.10929133416353,80
mango_rmse,medium,WAGE,4,h4q,14.145003798068169,80
mango_rmse,medium,WAGE,4,h8q,14.264262998564478,80
mango_rmse,medium,WAGE,5,h1q,14.328932158185129,80
mango_rmse,medium,WAGE,5,h2q,14.246653391097183,80
mango_rmse,medium,WAGE,5,h4q,14.280517987989947,80
mango_rmse,medium,WAGE,5,h8q,14.43771343244761,80
mango_rmse,medium,WAGE,6,h1q,14.448304478027175,80
mango_rmse,medium,WAGE,6,h2q,14.351683881422796,80
mango_rmse,medium,WAGE,6,h4q,14.395002248095334,80
mango_rmse,medium,WAGE,6,h8q,14.577393704806934,80
mango_rmse,medium,WAGE,7,h1q,14.594255178807455,80
mango_rmse,medium,WAGE,7,h2q,14.484542014723123,80
mango_rmse,medium,WAGE,7,h4q,14.53144348224242,80
mango_rmse,medium,WAGE,7,h8q,14.749682060609928,80
mango_rmse,medium,WAGE,8,h1q,14.711764685892668,80
mango_rmse,medium,WAGE,8,h2q,14.590954130240785,80
mango_rmse,medium,WAGE,8,h4q,14.638193930626347,80
mango_rmse,medium,WAGE,8,h8q,14.886322568983102,80
mango_rmse_random,medium,CONS,1,h1q,20.10060227006887,80
mango_rmse_random,medium,CONS,1,h2q,20.10431807796518,80
mango_rmse_random,medium,CONS,1,h4q,20.161879526290818,80
mango_rmse_random,medium,CONS,1,h8q,20.203020261568454,80
mango_rmse_random,medium,CONS,2,h1q,19.826528654919162,80
mango_rmse_random,medium,CONS,2,h2q,19.814739645091183,80
mango_rmse_random,medium,CONS,2,h4q,19.91341305287035,80
mango_rmse_random,medium,CONS,2,h8q,20.010280308455624,80
mango_rmse_random,medium,CONS,3,h1q,19.602383450042716,80
mango_rmse_random,medium,CONS,3,h2q,19.584710205136737,80
mango_rmse_random,medium,CONS,3,h4q,19.722967003570286,80
mango_rmse_random,medium,CONS,3,h8q,19.858259806547718,80
mango_rmse_random,medium,CONS,4,h1q,19.311569495612844,80
mango_rmse_random,medium,CONS,4,h2q,19.282985375723662,80
mango_rmse_random,medium,CONS,4,h4q,19.460990638938277,80
mango_rmse_random,medium,CONS,4,h8q,19.634855249371068,80
mango_rmse_random,medium,CONS,5,h1q,19.034692962758115,80
mango_rmse_random,medium,CONS,5,h2q,18.997474801678624,80
mango_rmse_random,medium,CONS,5,h4q,19.207095339646465,80
mango_rmse_random,medium,CONS,5,h8q,19.417494770857168,80
mango_rmse_random,medium,CONS,6,h1q,18.78796509491558,80
mango_rmse_random,medium,CONS,6,h2q,18.73499070283997,80
mango_rmse_random,medium,CONS,6,h4q,18.98067433128033,80
mango_rmse_random,medium,CONS,6,h8q,19.22910244582159,80
mango_rmse_random,medium,CONS,7,h1q,18.565438188928418,80
mango_rmse_random,medium,CONS,7,h2q,18.487119865208705,80
mango_rmse_random,medium,CONS,7,h4q,18.77183630196372,80
mango_rmse_random,medium,CONS,7,h8q,19.05067604401124,80
mango_rmse_random,medium,CONS,8,h1q,18.33695054247156,80
mango_rmse_random,medium,CONS,8,h2q,18.24721879246245,80
mango_rmse_random,medium,CONS,8,h4q,18.56894519613427,80
mango_rmse_random,medium,CONS,8,h8q,18.865357238444506,80
mango_rmse_random,medium,DEFL,1,h1q,20.335147183122757,80
mango_rmse_random,medium,DEFL,1,h2q,20.32304602268844,80
mango_rmse_random,medium,DEFL,1,h4q,20.356924962969355,80
mango_rmse_random,medium,DEFL,1,h8q,20.39310963158423,80
mango_rmse_random,medium,DEFL,2,h1q,20.399788107869867,80
mango_rmse_random,medium,DEFL,2,h2q,20.375273551060094,80
mango_rmse_random,medium,DEFL,2,h4q,20.443255708917242,80
mango_rmse_random,medium,DEFL,2,h8q,20.517602585396812,80
mango_rmse_random,medium,DEFL,3,h1q,20.48012831058149,80
mango_rmse_random,medium,DEFL,3,h2q,20.44275567100629,80
mango_rmse_random,medium,DEFL,3,h4q,20.541028402844706,80
mango_rmse_random,medium,DEFL,3,h8q,20.65232066884857,80
mango_rmse_random,medium,DEFL,4,h1q,20.573717746417422,80
mango_rmse_random,medium,DEFL,4,h2q,20.52735388346844,80
mango_rmse_random,medium,DEFL,4,h4q,20.655023863815668,80
mango_rmse_random,medium,DEFL,4,h8q,20.80168700282764,80
mango_rmse_random,medium,DEFL,5,h1q,20.691207853916627,80
mango_rmse_random,medium,DEFL,5,h2q,20.63098424256018,80
mango_rmse_random,medium,DEFL,5,h4q,20.78450827779432,80
mango_rmse_random,medium,DEFL,5,h8q,20.96811681160592,80
mango_rmse_random,medium,DEFL,6,h1q,20.83077655038443,80
mango_rmse_random,medium,DEFL,6,h2q,20.759465393436347,80
mango_rmse_random,medium,DEFL,6,h4q,20.93807166380022,80
mango_rmse_random,medium,DEFL,6,h8q,21.1545982264256,80
mango_rmse_random,medium,DEFL,7,h1q,20.990431377064763,80
mango_rmse_random,medium,DEFL,7,h2q,20.907367235739773,80
mango_rmse_random,medium,DEFL,7,h4q,21.11153291635039,80
mango_rmse_random,medium,DEFL,7,h8q,21.35691091462961,80
mango_rmse_random,medium,DEFL,8,h1q,21.17066305419864,80
mango_rmse_random,medium,DEFL,8,h2q,21.07316860279156,80
mango_rmse_random,medium,DEFL,8,h4q,21.300002942216864,80
mango_rmse_random,medium,DEFL,8,h8q,21.576852093221795,80
mango_rmse_random,medium,FFR,1,h1q,0.4219268914002492,80
mango_rmse_random,medium,FFR,1,h2q,0.3896418084927551,80
mango_rmse_random,medium,FFR,1,h4q,0.4257067516610223,80
mango_rmse_random,medium,FFR,1,h8q,0.4313295956872355,80
mango_rmse_random,medium,FFR,2,h1q,0.8105114837701961,80
mango_rmse_random,medium,FFR,2,h2q,0.783858353612977,80
mango_rmse_random,medium,FFR,2,h4q,0.8082624125161336,80
mango_rmse_random,medium,FFR,2,h8q,0.8212243892516207,80
mango_rmse_random,medium,FFR,3,h1q,1.1627034862340464,80
mango_rmse_random,medium,FFR,3,h2q,1.1479096037411716,80
mango_rmse_random,medium,FFR,3,h4q,1.148891095316057,80
mango_rmse_random,medium,FFR,3,h8q,1.1464452016718887,80
mango_rmse_random,medium,FFR,4,h1q,1.4938720447091165,80
mango_rmse_random,medium,FFR,4,h2q,1.4742407995696527,80
mango_rmse_random,medium,FFR,4,h4q,1.447562141556657,80
mango_rmse_random,medium,FFR,4,h8q,1.4358658445654027,80
mango_rmse_random,medium,FFR,5,h1q,1.8184367250166378,80
mango_rmse_random,medium,FFR,5,h2q,1.765288663307221,80
mango_rmse_random,medium,FFR,5,h4q,1.7306107770975807,80
mango_rmse_random,medium,FFR,5,h8q,1.6858390011550577,80
mango_rmse_random,medium,FFR,6,h1q,2.089071234616773,80
mango_rmse_random,medium,FFR,6,h2q,2.0228561750806504,80
mango_rmse_random,medium,FFR,6,h4q,1.9703800810488612,80
mango_rmse_random,medium,FFR,6,h8q,1.9254470984533503,80
mango_rmse_random,medium,FFR,7,h1q,2.3096311576776265,80
mango_rmse_random,medium,FFR,7,h2q,2.2253023911930225,80
mango_rmse_random,medium,FFR,7,h4q,2.1660145166783935,80
mango_rmse_random,medium,FFR,7,h8q,2.1442876019495585,80
mango_rmse_random,medium,FFR,8,h1q,2.484448160741355,80
mango_rmse_random,medium,FFR,8,h2q,2.399904213404219,80
mango_rmse_random,medium,FFR,8,h4q,2.337125659865964,80
mango_rmse_random,medium,FFR,8,h8q,2.3488564011054627,80
mango_rmse_random,medium,GDP,1,h1q,22.929962624047302,80
mango_rmse_random,medium,GDP,1,h2q,22.919632292462502,80
mango_rmse_random,medium,GDP,1,h4q,22.982036822002932,80
mango_rmse_random,medium,GDP,1,h8q,23.020688882774596,80
mango_rmse_random,medium,GDP,2,h1q,22.604135086507238,80
mango_rmse_random,medium,GDP,2,h2q,22.581044797869346,80
mango_rmse_random,medium,GDP,2,h4q,22.687273995051648,80
mango_rmse_random,medium,GDP,2,h8q,22.784485781248865,80
mango_rmse_random,medium,GDP,3,h1q,22.287705460229475,80
mango_rmse_random,medium,GDP,3,h2q,22.26661989976542,80
mango_rmse_random,medium,GDP,3,h4q,22.396388085381442,80
mango_rmse_random,medium,GDP,3,h8q,22.550719815866184,80
mango_rmse_random,medium,GDP,4,h1q,21.94886710926415,80
mango_rmse_random,medium,GDP,4,h2q,21.916943147464163,80
mango_rmse_random,medium,GDP,4,h4q,22.07850298621607,80
mango_rmse_random,medium,GDP,4,h8q,22.286577139226665,80
mango_rmse_random,medium,GDP,5,h1q,21.63426419873246,80
mango_rmse_random,medium,GDP,5,h2q,21.591672192062177,80
mango_rmse_random,medium,GDP,5,h4q,21.777141148973563,80
mango_rmse_random,medium,GDP,5,h8q,22.03640544882084,80
mango_rmse_random,medium,GDP,6,h1q,21.362625997546047,80
mango_rmse_random,medium,GDP,6,h2q,21.30190419514758,80
mango_rmse_random,medium,GDP,6,h4q,21.514730419573713,80
mango_rmse_random,medium,GDP,6,h8q,21.822818932069293,80
mango_rmse_random,medium,GDP,7,h1q,21.11351884439759,80
mango_rmse_random,medium,GDP,7,h2q,21.024581777499293,80
mango_rmse_random,medium,GDP,7,h4q,21.26943983013119,80
mango_rmse_random,medium,GDP,7,h8q,21.615687387072157,80
mango_rmse_random,medium,GDP,8,h1q,20.875481263294333,80
mango_rmse_random,medium,GDP,8,h2q,20.773319972925442,80
mango_rmse_random,medium,GDP,8,h4q,21.045243843827738,80
mango_rmse_random,medium,GDP,8,h8q,21.417110648613594,80
mango_rmse_random,medium,HOURS,1,h1q,11.605718004362137,80
mango_rmse_random,medium,HOURS,1,h2q,11.627874085116444,80
mango_rmse_random,medium,HOURS,1,h4q,11.57023040070019,80
mango_rmse_random,medium,HOURS,1,h8q,11.545360851497586,80
mango_rmse_random,medium,HOURS,2,h1q,12.033101561127209,80
mango_rmse_random,medium,HOURS,2,h2q,12.079464857257406,80
mango_rmse_random,medium,HOURS,2,h4q,11.965591680001534,80
mango_rmse_random,medium,HOURS,2,h8q,11.899013894161508,80
mango_rmse_random,medium,HOURS,3,h1q,12.665085518078843,80
mango_rmse_random,medium,HOURS,3,h2q,12.727359511508986,80
mango_rmse_random,medium,HOURS,3,h4q,12.565757242929775,80
mango_rmse_random,medium,HOURS,3,h8q,12.466340425751042,80
mango_rmse_random,medium,HOURS,4,h1q,13.202268421421348,80
mango_rmse_random,medium,HOURS,4,h2q,13.271012290184265,80
mango_rmse_random,medium,HOURS,4,h4q,13.086878916733097,80
mango_rmse_random,medium,HOURS,4,h8q,12.925365590744317,80
mango_rmse_random,medium,HOURS,5,h1q,13.713302535592456,80
mango_rmse_random,medium,HOURS,5,h2q,13.79599102580079,80
mango_rmse_random,medium,HOURS,5,h4q,13.59665729081925,80
mango_rmse_random,medium,HOURS,5,h8q,13.365680178496966,80
mango_rmse_random,medium,HOURS,6,h1q,14.188503184916966,80
mango_rmse_random,medium,HOURS,6,h2q,14.289004642873788,80
mango_rmse_random,medium,HOURS,6,h4q,14.08721101015873,80
mango_rmse_random,medium,HOURS,6,h8q,13.817796571866705,80
mango_rmse_random,medium,HOURS,7,h1q,14.626761186883781,80
mango_rmse_random,medium,HOURS,7,h2q,14.711846647132859,80
mango_rmse_random,medium,HOURS,7,h4q,14.533596332908763,80
mango_rmse_random,medium,HOURS,7,h8q,14.234593719640605,80
mango_rmse_random,medium,HOURS,8,h1q,14.987773354252948,80
mango_rmse_random,medium,HOURS,8,h2q,15.072240839936075,80
mango_rmse_random,medium,HOURS,8,h4q,14.910703167349654,80
mango_rmse_random,medium,HOURS,8,h8q,14.583846752992113,80
mango_rmse_random,medium,INV,1,h1q,25.329733498427757,80
mango_rmse_random,medium,INV,1,h2q,25.191856167316466,80
mango_rmse_random,medium,INV,1,h4q,25.476580600011314,80
mango_rmse_random,medium,INV,1,h8q,25.649177896172752,80
mango_rmse_random,medium,INV,2,h1q,24.52712540475425,80
mango_rmse_random,medium,INV,2,h2q,24.359531628368618,80
mango_rmse_random,medium,INV,2,h4q,24.913872451396784,80
mango_rmse_random,medium,INV,2,h8q,25.26680886075127,80
mango_rmse_random,medium,INV,3,h1q,23.960925149615164,80
mango_rmse_random,medium,INV,3,h2q,23.808750032900697,80
mango_rmse_random,medium,INV,3,h4q,24.465646832737992,80
mango_rmse_random,medium,INV,3,h8q,25.070884496788388,80
