model,model_size,variable,horizon_quarters,optimization_horizon,rmse,n,baseline_rmse,relative_rmse_pct
mango_rmse_random,small,FFR,2,h1q,0.7286338158470866,80,0.7465228768822912,-2.39631786100311
mango_rmse_random,small,FFR,2,h2q,0.6820893053770666,80,0.7465228768822912,-8.631158334265528
mango_rmse_random,small,FFR,2,h4q,0.7424856648288604,80,0.7465228768822912,-0.5408021881782806
mango_rmse_random,small,FFR,2,h8q,0.7418210543212707,80,0.7465228768822912,-0.6298296685369965
mango_rmse_random,small,FFR,3,h1q,1.0514936475879584,80,1.0716737968984424,-1.8830496153669083
mango_rmse_random,small,FFR,3,h2q,1.0124076677043732,80,1.0716737968984424,-5.530239646205107
mango_rmse_random,small,FFR,3,h4q,1.0734457293350266,80,1.0716737968984424,0.16534251763104849
mango_rmse_random,small,FFR,3,h8q,1.065509775797425,80,1.0716737968984424,-0.5751769912502183
mango_rmse_random,small,FFR,4,h1q,1.351672158888646,80,1.3632751243714705,-0.8511096018255261
mango_rmse_random,small,FFR,4,h2q,1.3176259292589658,80,1.3632751243714705,-3.348494687273849
mango_rmse_random,small,FFR,4,h4q,1.389983837485528,80,1.3632751243714705,1.959157959870457
mango_rmse_random,small,FFR,4,h8q,1.3683612588080107,80,1.3632751243714705,0.3730820247222804
mango_rmse_random,small,FFR,5,h1q,1.6304233227848126,80,1.631437150478811,-0.06214322713570871
mango_rmse_random,small,FFR,5,h2q,1.5875797305808417,80,1.631437150478811,-2.6882690445719954
mango_rmse_random,small,FFR,5,h4q,1.681892637043501,80,1.631437150478811,3.0927018273355986
mango_rmse_random,small,FFR,5,h8q,1.6538792303503647,80,1.631437150478811,1.3756018652000865
mango_rmse_random,small,FFR,6,h1q,1.8762926575921888,80,1.8778269111574983,-0.08170367333610336
mango_rmse_random,small,FFR,6,h2q,1.8412299703685995,80,1.8778269111574983,-1.9488985151640195
mango_rmse_random,small,FFR,6,h4q,1.9537864508521585,80,1.8778269111574983,4.045076745004069
mango_rmse_random,small,FFR,6,h8q,1.9136624610661859,80,1.8778269111574983,1.9083521327638442
mango_rmse_random,small,FFR,7,h1q,2.0849796589295284,80,2.091352155237531,-0.30470699504353654
mango_rmse_random,small,FFR,7,h2q,2.0579552192601143,80,2.091352155237531,-1.5969063791470126
mango_rmse_random,small,FFR,7,h4q,2.1891065545192534,80,2.091352155237531,4.674219931679548
mango_rmse_random,small,FFR,7,h8q,2.141154785877021,80,2.091352155237531,2.381360332585098
mango_rmse_random,small,FFR,8,h1q,2.2773473665662705,80,2.2743575163747543,0.13145911185862827
mango_rmse_random,small,FFR,8,h2q,2.2480993566459584,80,2.2743575163747543,-1.154530874752288
mango_rmse_random,small,FFR,8,h4q,2.3943720766486773,80,2.2743575163747543,5.276855525564955
mango_rmse_random,small,FFR,8,h8q,2.347618211093331,80,2.2743575163747543,3.221160006336723
mango_rmse_random,small,GDP,1,h1q,22.937939850743753,80,22.916916840203548,0.09173577181780268
mango_rmse_random,small,GDP,1,h2q,22.95319308719155,80,22.916916840203548,0.15829462244398607
mango_rmse_random,small,GDP,1,h4q,22.948452907046793,80,22.916916840203548,0.13761042579654717
mango_rmse_random,small,GDP,1,h8q,22.963531057075613,80,22.916916840203548,0.20340527129848895
mango_rmse_random,small,GDP,2,h1q,22.646529727194036,80,22.58953882725789,0.2522889040451649
mango_rmse_random,small,GDP,2,h2q,22.668411942995792,80,22.58953882725789,0.3491577067643787
mango_rmse_random,small,GDP,2,h4q,22.677350796048213,80,22.58953882725789,0.3887284705625055
mango_rmse_random,small,GDP,2,h8q,22.692132701673934,80,22.58953882725789,0.4541654223248164
mango_rmse_random,small,GDP,3,h1q,22.359228977610663,80,22.270142769657326,0.400025311354154
mango_rmse_random,small,GDP,3,h2q,22.382887862024454,80,22.270142769657326,0.5062612015255725
mango_rmse_random,small,GDP,3,h4q,22.413662209747407,80,22.270142769657326,0.6444477773426037
mango_rmse_random,small,GDP,3,h8q,22.412746499051384,80,22.270142769657326,0.6403359460647574
mango_rmse_random,small,GDP,4,h1q,22.04917265567985,80,21.92841718665125,0.5506802793870167
mango_rmse_random,small,GDP,4,h2q,22.07322218864332,80,21.92841718665125,0.6603531881006944
mango_rmse_random,small,GDP,4,h4q,22.123507772428223,80,21.92841718665125,0.8896701668724812
mango_rmse_random,small,GDP,4,h8q,22.109800232491818,80,21.92841718665125,0.8271597730773951
mango_rmse_random,small,GDP,5,h1q,21.754595516609232,80,21.60984326229062,0.6698440731923544
mango_rmse_random,small,GDP,5,h2q,21.788700634825297,80,21.60984326229062,0.8276662184162327
mango_rmse_random,small,GDP,5,h4q,21.85094103968807,80,21.60984326229062,1.115684988878042
mango_rmse_random,small,GDP,5,h8q,21.823012463731963,80,21.60984326229062,0.9864449216682876
mango_rmse_random,small,GDP,6,h1q,21.49814922143507,80,21.32403609572203,0.8165111188682148
mango_rmse_random,small,GDP,6,h2q,21.537382842955115,80,21.32403609572203,1.0004989030940852
mango_rmse_random,small,GDP,6,h4q,21.60737229331706,80,21.32403609572203,1.3287174919567526
mango_rmse_random,small,GDP,6,h8q,21.564942527756877,80,21.32403609572203,1.1297412504529465
mango_rmse_random,small,GDP,7,h1q,21.24649697585047,80,21.048561771304062,0.9403740108089319
mango_rmse_random,small,GDP,7,h2q,21.291686338525118,80,21.048561771304062,1.155064986684803
mango_rmse_random,small,GDP,7,h4q,21.373828175522608,80,21.048561771304062,1.5453141537774244
mango_rmse_random,small,GDP,7,h8q,21.314930272121856,80,21.048561771304062,1.2654950191463434
mango_rmse_random,small,GDP,8,h1q,21.012313056106667,80,20.789897050423242,1.0698273548155757
mango_rmse_random,small,GDP,8,h2q,21.06552325329275,80,20.789897050423242,1.3257699266187355
mango_rmse_random,small,GDP,8,h4q,21.149682674528247,80,20.789897050423242,1.7305791521352436
mango_rmse_random,small,GDP,8,h8q,21.07892530862444,80,20.789897050423242,1.3902341964474283
paper,small,DEFL,1,,20.27358025142505,80,20.27358025142505,0.0
paper,small,DEFL,2,,20.275385450708985,80,20.275385450708985,0.0
paper,small,DEFL,3,,20.290086129962518,80,20.290086129962518,0.0
paper,small,DEFL,4,,20.321689161132173,80,20.321689161132173,0.0
paper,small,DEFL,5,,20.37311810788816,80,20.37311810788816,0.0
paper,small,DEFL,6,,20.44792922529141,80,20.44792922529141,0.0
paper,small,DEFL,7,,20.542781316619223,80,20.542781316619223,0.0
paper,small,DEFL,8,,20.65584664017488,80,20.65584664017488,0.0
paper,small,FFR,1,,0.384011455669943,80,0.384011455669943,0.0
paper,small,FFR,2,,0.7465228768822912,80,0.7465228768822912,0.0
paper,small,FFR,3,,1.0716737968984424,80,1.0716737968984424,0.0
paper,small,FFR,4,,1.3632751243714705,80,1.3632751243714705,0.0
paper,small,FFR,5,,1.631437150478811,80,1.631437150478811,0.0
paper,small,FFR,6,,1.8778269111574983,80,1.8778269111574983,0.0
paper,small,FFR,7,,2.091352155237531,80,2.091352155237531,0.0
paper,small,FFR,8,,2.2743575163747543,80,2.2743575163747543,0.0
paper,small,GDP,1,,22.916916840203548,80,22.916916840203548,0.0
paper,small,GDP,2,,22.58953882725789,80,22.58953882725789,0.0
paper,small,GDP,3,,22.270142769657326,80,22.270142769657326,0.0
paper,small,GDP,4,,21.92841718665125,80,21.92841718665125,0.0
paper,small,GDP,5,,21.60984326229062,80,21.60984326229062,0.0
paper,small,GDP,6,,21.32403609572203,80,21.32403609572203,0.0
paper,small,GDP,7,,21.048561771304062,80,21.048561771304062,0.0
paper,small,GDP,8,,20.789897050423242,80,20.789897050423242,0.0
