model,model_size,variable,horizon_quarters,optimization_horizon,rmse,n,baseline_rmse,relative_rmse_pct
mango_rmse,small,FFR,3,h1q,1.0622589801415248,80,1.0605979029652735,0.15661705266502773
mango_rmse,small,FFR,3,h2q,1.0324582905340602,80,1.0605979029652735,-2.6531838647369614
mango_rmse,small,FFR,3,h4q,1.0856984340194846,80,1.0605979029652735,2.3666397023823857
mango_rmse,small,FFR,3,h8q,1.1443637217783007,80,1.0605979029652735,7.897980806753485
mango_rmse,small,FFR,4,h1q,1.3823695753190628,80,1.3490804116235788,2.4675448111666984
mango_rmse,small,FFR,4,h2q,1.3585549414969744,80,1.3490804116235788,0.7022954148443433
mango_rmse,small,FFR,4,h4q,1.4291479399602414,80,1.3490804116235788,5.934970788012821
mango_rmse,small,FFR,4,h8q,1.4793127976232188,80,1.3490804116235788,9.653419090334953
mango_rmse,small,FFR,5,h1q,1.6902324982611021,80,1.6176887791301888,4.484405162896608
mango_rmse,small,FFR,5,h2q,1.680468054749276,80,1.6176887791301888,3.8808005859348844
mango_rmse,small,FFR,5,h4q,1.7595181849505734,80,1.6176887791301888,8.7674098782242
mango_rmse,small,FFR,5,h8q,1.7858511641067156,80,1.6176887791301888,10.395224788969955
mango_rmse,small,FFR,6,h1q,1.9694374837659685,80,1.8627767808218405,5.725898241928388
mango_rmse,small,FFR,6,h2q,1.9702793473124152,80,1.8627767808218405,5.771092253101066
mango_rmse,small,FFR,6,h4q,2.0407272643200134,80,1.8627767808218405,9.552968736257423
mango_rmse,small,FFR,6,h8q,2.051717344372632,80,1.8627767808218405,10.142952472675379
mango_rmse,small,FFR,7,h1q,2.205642446080316,80,2.072534985590781,6.422446975079275
mango_rmse,small,FFR,7,h2q,2.208824462547102,80,2.072534985590781,6.575979556623558
mango_rmse,small,FFR,7,h4q,2.271116322701504,80,2.072534985590781,9.581567427877058
mango_rmse,small,FFR,7,h8q,2.2641602684626885,80,2.072534985590781,9.245937183409435
mango_rmse,small,FFR,8,h1q,2.4125647710626903,80,2.258593618494752,6.817125104185531
mango_rmse,small,FFR,8,h2q,2.42492727474199,80,2.258593618494752,7.364479155754075
mango_rmse,small,FFR,8,h4q,2.486601393528714,80,2.258593618494752,10.09512172384151
mango_rmse,small,FFR,8,h8q,2.4580864105049205,80,2.258593618494752,8.832611160175023
mango_rmse,small,GDP,1,h1q,22.963697847246795,80,22.925952777314663,0.16463904597012494
mango_rmse,small,GDP,1,h2q,22.961952681052583,80,22.925952777314663,0.15702685985440248
mango_rmse,small,GDP,1,h4q,22.926176383325775,80,22.925952777314663,0.0009753401016024866
mango_rmse,small,GDP,1,h8q,22.981379619152893,80,22.925952777314663,0.24176461661857346
mango_rmse,small,GDP,2,h1q,22.66201098297838,80,22.602680242457392,0.2624942700801453
mango_rmse,small,GDP,2,h2q,22.676612644297354,80,22.602680242457392,0.3270957295634572
mango_rmse,small,GDP,2,h4q,22.611490998496198,80,22.602680242457392,0.03898102324278781
mango_rmse,small,GDP,2,h8q,22.715024311468124,80,22.602680242457392,0.497038704284733
mango_rmse,small,GDP,3,h1q,22.38278019044594,80,22.28727744943264,0.42850788406068707
mango_rmse,small,GDP,3,h2q,22.42928035946068,80,22.28727744943264,0.6371478541972166
mango_rmse,small,GDP,3,h4q,22.333502806540885,80,22.28727744943264,0.20740692627497972
mango_rmse,small,GDP,3,h8q,22.46988798079648,80,22.28727744943264,0.8193487597494207
mango_rmse,small,GDP,4,h1q,22.070628463436808,80,21.951817568105472,0.5412348884675515
mango_rmse,small,GDP,4,h2q,22.149565730646458,80,21.951817568105472,0.9008281976081138
mango_rmse,small,GDP,4,h4q,22.028263342837388,80,21.951817568105472,0.34824348596530896
mango_rmse,small,GDP,4,h8q,22.197065175317007,80,21.951817568105472,1.1172086614270322
mango_rmse,small,GDP,5,h1q,21.812491428016813,80,21.639286445006206,0.8004191055503943
mango_rmse,small,GDP,5,h2q,21.914021666046178,80,21.639286445006206,1.269613125821779
mango_rmse,small,GDP,5,h4q,21.764422939801,80,21.639286445006206,0.5782838316448883
mango_rmse,small,GDP,5,h8q,21.972988339370705,80,21.639286445006206,1.542111359413648
mango_rmse,small,GDP,6,h1q,21.58555073079195,80,21.36199736991695,1.046500273377156
mango_rmse,small,GDP,6,h2q,21.70824505812385,80,21.36199736991695,1.6208582100777937
mango_rmse,small,GDP,6,h4q,21.537711793710326,80,21.36199736991695,0.8225561531096643
mango_rmse,small,GDP,6,h8q,21.785986075637055,80,21.36199736991695,1.9847802542902115
mango_rmse,small,GDP,7,h1q,21.35511091096323,80,21.097341709334653,1.2218089140326387
mango_rmse,small,GDP,7,h2q,21.49666243141305,80,21.097341709334653,1.8927537297351282
mango_rmse,small,GDP,7,h4q,21.30836098647957,80,21.097341709334653,1.0002173736018611
mango_rmse,small,GDP,7,h8q,21.59547479707179,80,21.097341709334653,2.3611177872553277
mango_rmse,small,GDP,8,h1q,21.16210447354044,80,20.845072941552715,1.5208943277706357
mango_rmse,small,GDP,8,h2q,21.32488520281741,80,20.845072941552715,2.301801786014541
mango_rmse,small,GDP,8,h4q,21.114637537391197,80,20.845072941552715,1.2931813507887977
mango_rmse,small,GDP,8,h8q,21.446534029200986,80,20.845072941552715,2.885387301520613
mango_rmse_random,small,DEFL,1,h1q,20.31690886105842,80,20.27529969447167,0.20522096942465595
mango_rmse_random,small,DEFL,1,h2q,20.318552967807854,80,20.27529969447167,0.2133298840854001
mango_rmse_random,small,DEFL,1,h4q,20.291779696186186,80,20.27529969447167,0.08128117444798917
mango_rmse_random,small,DEFL,1,h8q,20.29041063876844,80,20.27529969447167,0.07452883323292595
mango_rmse_random,small,DEFL,2,h1q,20.37038626371065,80,20.277882382721792,0.4561811694286065
mango_rmse_random,small,DEFL,2,h2q,20.369741422381576,80,20.277882382721792,0.4530011464020264
mango_rmse_random,small,DEFL,2,h4q,20.32582843952138,80,20.277882382721792,0.23644508777919584
mango_rmse_random,small,DEFL,2,h8q,20.32558791524931,80,20.277882382721792,0.23525894680288734
mango_rmse_random,small,DEFL,3,h1q,20.432073521073228,80,20.29270825130842,0.6867751117242985
mango_rmse_random,small,DEFL,3,h2q,20.431788678296126,80,20.29270825130842,0.6853714411369402
mango_rmse_random,small,DEFL,3,h4q,20.37863085762485,80,20.29270825130842,0.42341616137358085
mango_rmse_random,small,DEFL,3,h8q,20.376914224805432,80,20.29270825130842,0.4149568034694638
mango_rmse_random,small,DEFL,4,h1q,20.513523769759058,80,20.324162727510235,0.9317040253397944
mango_rmse_random,small,DEFL,4,h2q,20.51293951043981,80,20.324162727510235,0.9288293223221097
mango_rmse_random,small,DEFL,4,h4q,20.453068890268074,80,20.324162727510235,0.6342507904808101
mango_rmse_random,small,DEFL,4,h8q,20.45160587040694,80,20.324162727510235,0.6270523642491899
mango_rmse_random,small,DEFL,5,h1q,20.622609037174307,80,20.37618273710856,1.2093840305866568
mango_rmse_random,small,DEFL,5,h2q,20.622227324687408,80,20.37618273710856,1.207510703811845
mango_rmse_random,small,DEFL,5,h4q,20.565330823848274,80,20.37618273710856,0.9282802828188327
mango_rmse_random,small,DEFL,5,h8q,20.56368491094414,80,20.37618273710856,0.9202026515697915
mango_rmse_random,small,DEFL,6,h1q,20.755801772351365,80,20.4517638865797,1.4866096022709039
mango_rmse_random,small,DEFL,6,h2q,20.753864001906766,80,20.4517638865797,1.4771347694137233
mango_rmse_random,small,DEFL,6,h4q,20.712810008080535,80,20.4517638865797,1.2763990575508892
mango_rmse_random,small,DEFL,6,h8q,20.71150419762985,80,20.4517638865797,1.2700142270887034
mango_rmse_random,small,DEFL,7,h1q,20.909194076782708,80,20.54734345843808,1.7610579152315178
mango_rmse_random,small,DEFL,7,h2q,20.905746264896653,80,20.54734345843808,1.7442780726546474
mango_rmse_random,small,DEFL,7,h4q,20.88885313116652,80,20.54734345843808,1.662062414147246
mango_rmse_random,small,DEFL,7,h8q,20.886544202708436,80,20.54734345843808,1.650825299905421
mango_rmse_random,small,DEFL,8,h1q,21.08926557683365,80,20.661180173882602,2.0719310288585664
mango_rmse_random,small,DEFL,8,h2q,21.081625288589056,80,20.661180173882602,2.034952075186536
mango_rmse_random,small,DEFL,8,h4q,21.093929651158746,80,20.661180173882602,2.0945051232996534
mango_rmse_random,small,DEFL,8,h8q,21.091691248861572,80,20.661180173882602,2.083671268319757
mango_rmse_random,small,FFR,1,h1q,0.4172794015433265,80,0.38243950089465323,9.109911650645694
mango_rmse_random,small,FFR,1,h2q,0.40019988164884573,80,0.38243950089465323,4.643971324260456
mango_rmse_random,small,FFR,1,h4q,0.4145811364185967,80,0.38243950089465323,8.404371266240403
mango_rmse_random,small,FFR,1,h8q,0.41444760718537615,80,0.38243950089465323,8.369456140342542
mango_rmse_random,small,FFR,2,h1q,0.7698017177392845,80,0.7418260185179759,3.771194124088369
mango_rmse_random,small,FFR,2,h2q,0.7654795012817968,80,0.7418260185179759,3.188548550922479
mango_rmse_random,small,FFR,2,h4q,0.8029759624677296,80,0.7418260185179759,8.243165165859159
mango_rmse_random,small,FFR,2,h8q,0.7956028354672434,80,0.7418260185179759,7.249249231875571
mango_rmse_random,small,FFR,3,h1q,1.1056840875177703,80,1.0605979029652735,4.251015811594814
mango_rmse_random,small,FFR,3,h2q,1.0929214491577492,80,1.0605979029652735,3.0476720821438534
mango_rmse_random,small,FFR,3,h4q,1.1346424852962562,80,1.0605979029652735,6.981400031431814
mango_rmse_random,small,FFR,3,h8q,1.1242051530980388,80,1.0605979029652735,5.997301140698938
mango_rmse_random,small,FFR,4,h1q,1.4243718785286188,80,1.3490804116235788,5.5809473072423375
mango_rmse_random,small,FFR,4,h2q,1.4064195859638997,80,1.3490804116235788,4.250241412319882
mango_rmse_random,small,FFR,4,h4q,1.448237095806844,80,1.3490804116235788,7.3499461802972155
mango_rmse_random,small,FFR,4,h8q,1.446352287846096,80,1.3490804116235788,7.210235608228365
mango_rmse_random,small,FFR,5,h1q,1.7051681893250463,80,1.6176887791301888,5.4076786167667
mango_rmse_random,small,FFR,5,h2q,1.70319663309915,80,1.6176887791301888,5.285803738772152
mango_rmse_random,small,FFR,5,h4q,1.7563693945327141,80,1.6176887791301888,8.572762399767162
mango_rmse_random,small,FFR,5,h8q,1.7554708223388857,80,1.6176887791301888,8.51721573310168
mango_rmse_random,small,FFR,6,h1q,1.9476896460039723,80,1.8627767808218405,4.558402598548014
mango_rmse_random,small,FFR,6,h2q,1.9501512554497489,80,1.8627767808218405,4.6905499106210415
mango_rmse_random,small,FFR,6,h4q,2.014145877037107,80,1.8627767808218405,8.125992216226994
mango_rmse_random,small,FFR,6,h8q,2.013639234610293,80,1.8627767808218405,8.098793980129667
mango_rmse_random,small,FFR,7,h1q,2.157154652965678,80,2.072534985590781,4.082906583638494
mango_rmse_random,small,FFR,7,h2q,2.150553369580948,80,2.072534985590781,3.764394064881254
mango_rmse_random,small,FFR,7,h4q,2.22001724953993,80,2.072534985590781,7.116032538630884
mango_rmse_random,small,FFR,7,h8q,2.2229403820256035,80,2.072534985590781,7.2570739447348345
mango_rmse_random,small,FFR,8,h1q,2.3452257043095828,80,2.258593618494752,3.835665039758984
mango_rmse_random,small,FFR,8,h2q,2.3343213797424442,80,2.258593618494752,3.352872363916495
mango_rmse_random,small,FFR,8,h4q,2.414330630224986,80,2.258593618494752,6.8953091186906565
mango_rmse_random,small,FFR,8,h8q,2.418699013035364,80,2.258593618494752,7.088720752134007
mango_rmse_random,small,GDP,1,h1q,22.948453169871552,80,22.925952777314663,0.09814376211728668
mango_rmse_random,small,GDP,1,h2q,22.922275727793128,80,22.925952777314663,-0.016038807884021653
mango_rmse_random,small,GDP,1,h4q,22.964984776038225,80,22.925952777314663,0.17025246061827562
mango_rmse_random,small,GDP,1,h8q,22.96293221841443,80,22.925952777314663,0.1612994733913888
mango_rmse_random,small,GDP,2,h1q,22.638056530764796,80,22.602680242457392,0.15651368743850294
mango_rmse_random,small,GDP,2,h2q,22.593575987781655,80,22.602680242457392,-0.040279535781050986
mango_rmse_random,small,GDP,2,h4q,22.666317452892155,80,22.602680242457392,0.281547187112904
mango_rmse_random,small,GDP,2,h8q,22.66302389654222,80,22.602680242457392,0.2669756570350345
mango_rmse_random,small,GDP,3,h1q,22.33562746194849,80,22.28727744943264,0.21693996777108154
mango_rmse_random,small,GDP,3,h2q,22.290289883247702,80,22.28727744943264,0.013516383155802624
mango_rmse_random,small,GDP,3,h4q,22.396822064401892,80,22.28727744943264,0.49151187361397836
mango_rmse_random,small,GDP,3,h8q,22.391894734387247,80,22.28727744943264,0.4694036101626669
mango_rmse_random,small,GDP,4,h1q,22.005567782297984,80,21.951817568105472,0.2448554158476935
mango_rmse_random,small,GDP,4,h2q,21.963563138459744,80,21.951817568105472,0.05350614051811927
mango_rmse_random,small,GDP,4,h4q,22.098975752443177,80,21.951817568105472,0.6703690201558355
mango_rmse_random,small,GDP,4,h8q,22.092611199772918,80,21.951817568105472,0.6413757367955245
mango_rmse_random,small,GDP,5,h1q,21.721745690062196,80,21.639286445006206,0.38106268090470824
mango_rmse_random,small,GDP,5,h2q,21.68108488229129,80,21.639286445006206,0.19315996112584663
mango_rmse_random,small,GDP,5,h4q,21.864696556013065,80,21.639286445006206,1.0416707204265407
mango_rmse_random,small,GDP,5,h8q,21.85574456526285,80,21.639286445006206,1.0003015617300826
mango_rmse_random,small,GDP,6,h1q,21.454370070339383,80,21.36199736991695,0.43241602750367286
mango_rmse_random,small,GDP,6,h2q,21.42382420938199,80,21.36199736991695,0.2894244315941594
mango_rmse_random,small,GDP,6,h4q,21.673036711652998,80,21.36199736991695,1.456040539421046
mango_rmse_random,small,GDP,6,h8q,21.66240748150421,80,21.36199736991695,1.4062828788206587
mango_rmse_random,small,GDP,7,h1q,21.190237609144972,80,21.097341709334653,0.440320401926356
mango_rmse_random,small,GDP,7,h2q,21.169617429490337,80,21.097341709334653,0.3425821184083348
mango_rmse_random,small,GDP,7,h4q,21.490774241076664,80,21.097341709334653,1.864844098192401
mango_rmse_random,small,GDP,7,h8q,21.47988578943219,80,21.097341709334653,1.8132335597914497
mango_rmse_random,small,GDP,8,h1q,20.984353522245044,80,20.845072941552715,0.6681702725764336
mango_rmse_random,small,GDP,8,h2q,20.954127181583267,80,20.845072941552715,0.523165547735565
mango_rmse_random,small,GDP,8,h4q,21.350845605075765,80,20.845072941552715,2.4263415385553264
mango_rmse_random,small,GDP,8,h8q,21.336824459681917,80,20.845072941552715,2.359077943780861
paper,small,DEFL,1,,20.27529969447167,80,20.27529969447167,0.0
paper,small,DEFL,2,,20.277882382721792,80,20.277882382721792,0.0
paper,small,DEFL,3,,20.29270825130842,80,20.29270825130842,0.0
paper,small,DEFL,4,,20.324162727510235,80,20.324162727510235,0.0
paper,small,DEFL,5,,20.37618273710856,80,20.37618273710856,0.0
paper,small,DEFL,6,,20.4517638865797,80,20.4517638865797,0.0
paper,small,DEFL,7,,20.54734345843808,80,20.54734345843808,0.0
paper,small,DEFL,8,,20.661180173882602,80,20.661180173882602,0.0
paper,small,FFR,1,,0.38243950089465323,80,0.38243950089465323,0.0
paper,small,FFR,2,,0.7418260185179759,80,0.7418260185179759,0.0
paper,small,FFR,3,,1.0605979029652735,80,1.0605979029652735,0.0
paper,small,FFR,4,,1.3490804116235788,80,1.3490804116235788,0.0
paper,small,FFR,5,,1.6176887791301888,80,1.6176887791301888,0.0
paper,small,FFR,6,,1.8627767808218405,80,1.8627767808218405,0.0
paper,small,FFR,7,,2.072534985590781,80,2.072534985590781,0.0
paper,small,FFR,8,,2.258593618494752,80,2.258593618494752,0.0
paper,small,GDP,1,,22.925952777314663,80,22.925952777314663,0.0
paper,small,GDP,2,,22.602680242457392,80,22.602680242457392,0.0
paper,small,GDP,3,,22.28727744943264,80,22.28727744943264,0.0
paper,small,GDP,4,,21.951817568105472,80,21.951817568105472,0.0
paper,small,GDP,5,,21.639286445006206,80,21.639286445006206,0.0
paper,small,GDP,6,,21.36199736991695,80,21.36199736991695,0.0
paper,small,GDP,7,,21.097341709334653,80,21.097341709334653,0.0
paper,small,GDP,8,,20.845072941552715,80,20.845072941552715,0.0
